"Year ","Port ","State","millionPounds"," millionDollars "
2008,"Blaine, WA","WA",2.5,6.6
2008,"Stonington, CT","CT",2.2,7.9
2008,"Tacoma, WA","WA",1.9,2.6
2008,"Tillamook, OR","OR",1.8,2.7
2008,"Port Townsend, WA","WA",1.8,3.1
2008,"Port Orford, OR","OR",1.5,2.7
2008,"La Push, WA","WA",1,2.2
2007,"Dutch Harbor, AK","AK",777.1,174.1
2007,"Reedville, VA","VA",421.1,27.3
2007,"Empire-Venice, LA","LA",323.1,73.5
2007,"Kodiak, AK","AK",320,126
2007,"Intracoastal City, LA","LA",299.7,43.7
2007,"Pascagoula-Moss Point, MS","MS",216.3,21.3
2007,"Cameron, LA","LA",211.1,24.2
2007,"Astoria, OR","OR",152.6,27.7
2007,"New Bedford, MA","MA",150,268.9
2007,"Los Angeles, CA","CA",141.3,18.7
2007,"Westport, WA","WA",120,32
2007,"Naknek, AK","AK",115.6,61.8
2007,"Cordova, AK","AK",108.8,49.9
2007,"Moss Landing, CA","CA",96.3,6.2
2007,"Port Hueneme-Oxnard-Ventura, CA","CA",94.5,27.2
2007,"Gloucester, MA","MA",94.5,46.9
2007,"Ketchikan, AK","AK",83.5,28.6
2007,"Petersburg, AK","AK",75.4,41.7
2007,"Seward, AK","AK",71.8,57
2007,"Cape May-Wildwood, NJ","NJ",68.4,57.7
2007,"Newport, OR","OR",64.7,30.2
2007,"Sitka, AK","AK",55.5,50.8
2007,"Atlantic City, NJ","NJ",40.7,27.5
2007,"Point Judith, RI","RI",37.6,36.7
2007,"Portland, ME","ME",34.2,24.2
2007,"Rockland, ME","ME",33.4,9.7
2007,"Coos Bay-Charleston, OR","OR",25.5,20.8
2007,"Honolulu, HI","HI",24.2,64.3
2007,"Dulac-Chauvin, LA","LA",23.5,35.5
2007,"Point Pleasant, NJ","NJ",23.4,22.6
2007,"Brownsville-Port Isabel, TX","TX",23.2,49.7
2007,"Bayou La Batre, AL","AL",23,39
2007,"Wanchese-Stumpy Point, NC","NC",22.4,20.6
2007,"Ilwaco-Chinook, WA","WA",22.2,15.3
2007,"Hampton Roads Area, VA","VA",21.1,71.2
2007,"Lafitte-Barataria, LA","LA",19.8,24.2
2007,"Juneau, AK","AK",19.5,21.1
2007,"Galveston, TX","TX",19.2,40.1
2007,"Port Arthur, TX","TX",17.4,39
2007,"Eureka, CA","CA",16.6,12
2007,"Homer, AK","AK",15.8,47.8
2007,"Bellingham, WA","WA",14.6,22.3
2007,"Provincetown-Chatham, MA","MA",14.3,18.3
2007,"Stonington, ME","ME",13.7,28.9
2007,"Morgan City-Berwick, LA","LA",13.7,5.3
2007,"Golden Meadow-Leeville, LA","LA",13.7,5.3
2007,"Shelton, WA","WA",13.5,33
2007,"Palacios, TX","TX",12.6,25.2
2007,"Gulfport-Biloxi, MS","MS",11.7,18.6
2007,"Kenai, AK","AK",11,11.1
2007,"Montauk, NY","NY",10.8,15.7
2007,"Boston, MA","MA",10.6,12.6
2007,"Wrangell, AK","AK",10.2,12.7
2007,"Ocean City, MD","MD",10.1,10.4
2007,"Key West, FL","FL",10.1,40.5
2007,"Newport, RI","RI",8.7,12.4
2007,"Crescent City, CA","CA",8.5,12.5
2007,"Long Beach-Barnegat, NJ","NJ",7.9,23.1
2007,"Engelhard-Swanquarter, NC","NC",6.4,9.5
2007,"Mayport, FL","FL",6.3,12
2007,"Yakutat, AK","AK",6.2,13.5
2007,"Tampa Bay-St. Petersburg, FL","FL",6.2,13.9
2007,"Seattle, WA","WA",6.2,11.8
2007,"Fort Myers, FL","FL",6.2,9.5
2007,"Apalachicola, FL","FL",6.1,10.4
2007,"Bon Secour-Gulf Shores, AL","AL",6,8
2007,"Hampton Bay-Shinnicock, NY","NY",5.8,6.4
2007,"Anacortes-La Conner, WA","WA",5,9.8
2007,"Oriental-Vandemere, NC","NC",4.8,7.9
2007,"Neah Bay, WA","WA",4.7,6.3
2007,"Cape Canaveral, FL","FL",4.3,5.1
2007,"Brookings, OR","OR",4.2,4.9
2007,"Chincoteague, VA","VA",3.9,4.1
2007,"Charleston-Mt. Pleasant, SC","SC",3.9,5.8
2007,"Olympia, WA","WA",3.5,13
2007,"Panama City, FL","FL",3.1,8.1
2007,"Anchorage, AK","AK",3,1.5
2007,"Stonington, CT","CT",2.9,9.2
2007,"Tillamook, OR","OR",2.6,3.8
2007,"Blaine, WA","WA",2.5,5.9
2007,"Tacoma, WA","WA",2.4,3.5
2007,"Sneads Ferry-Swansboro, NC","NC",2.4,5.4
2007,"Port Townsend, WA","WA",2,3.5
2007,"Everett, WA","WA",1.8,1.7
2007,"Port Orford, OR","OR",1.7,3.3
2007,"La Push, WA","WA",1,2.4
2006,"Dutch Harbor, AK","AK",911.3,165.2
2006,"Intracoastal City, LA","LA",400.7,38.6
2006,"Reedville, VA","VA",372.5,23.7
2006,"Kodiak, AK","AK",332.8,101.4
2006,"Empire-Venice, LA","LA",285.7,41.1
2006,"Pascagoula-Moss Point, MS","MS",212.1,8.8
2006,"New Bedford, MA","MA",168.3,281.4
2006,"Los Angeles, CA","CA",164.5,30.2
2006,"Astoria, OR","OR",164.2,33
2006,"Westport, WA","WA",141.3,27.7
2006,"Gloucester, MA","MA",117.4,47.3
2006,"Naknek, AK","AK",105.7,51.4
2006,"Newport, OR","OR",93.6,33
2006,"Cape May-Wildwood, NJ","NJ",66.3,37.6
2006,"Moss Landing, CA","CA",59.3,4.9
2006,"Portland, ME","ME",58.2,27.8
2006,"Petersburg, AK","AK",58.2,35.4
2006,"Ketchikan, AK","AK",50.3,19.5
2006,"Sitka, AK","AK",46.9,53.2
2006,"Point Judith, RI","RI",46,46.8
2006,"Cordova, AK","AK",45.8,41.8
2006,"Port Hueneme-Oxnard-Ventura, CA","CA",43.7,12.5
2006,"Ilwaco-Chinook, WA","WA",40.8,19.8
2006,"Seward, AK","AK",36.8,51
2006,"Atlantic City, NJ","NJ",36.8,24.2
2006,"Rockland, ME","ME",36.2,12.8
2006,"Dulac-Chauvin, LA","LA",30.8,35.7
2006,"Brownsville-Port Isabel, TX","TX",30.5,52
2006,"Coos Bay-Charleston, OR","OR",29,20.2
2006,"Bayou La Batre, AL","AL",28,41
2006,"Wanchese-Stumpy Point, NC","NC",26.5,21.7
2006,"Point Pleasant, NJ","NJ",25.8,22.6
2006,"Lafitte-Barataria, LA","LA",25.7,23.1
2006,"Port Arthur, TX","TX",25,42.8
2006,"Stonington, ME","ME",23.4,34.3
2006,"Palacios, TX","TX",22.3,32.6
2006,"Galveston, TX","TX",22,40.7
2006,"Honolulu, HI","HI",20.9,54.6
2006,"Juneau, AK","AK",19,23
2006,"Eureka, CA","CA",18.7,11.7
2006,"Bellingham, WA","WA",18.1,25.3
2006,"Golden Meadow-Leeville, LA","LA",17.9,20.7
2006,"Crescent City, CA","CA",17.8,22.8
2006,"Homer, AK","AK",15.6,40.2
2006,"Shelton, WA","WA",14.4,34.4
2006,"Provincetown-Chatham, MA","MA",14.3,20.6
2006,"Key West, FL","FL",13.2,54.4
2006,"Hampton Roads Area, VA","VA",13,51
2006,"Tampa Bay-St. Petersburg, FL","FL",11.9,27.6
2006,"Kenai, AK","AK",11.7,10.5
2006,"Montauk, NY","NY",10.9,16.8
2006,"Ocean City, MD","MD",10.3,13.4
2006,"Newport, RI","RI",10.3,20.8
2006,"Morgan City-Berwick, LA","LA",10.2,3.8
2006,"Fort Myers, FL","FL",9.9,21
2006,"Gulfport-Biloxi, MS","MS",9.6,12.8
2006,"Cameron, LA","LA",8.1,9.1
2006,"Long Beach-Barnegat, NJ","NJ",7.8,24.5
2006,"Wrangell, AK","AK",7.6,9.9
2006,"Boston, MA","MA",7.4,10.3
2006,"Seattle, WA","WA",6.9,9.7
2006,"Santa Barbara, CA","CA",6.9,6.5
2006,"Anacortes-La Conner, WA","WA",6.8,10.5
2006,"Port St. Joe, FL","FL",6.7,4.1
2006,"Engelhard-Swanquarter, NC","NC",6.6,7.8
2006,"Mayport, FL","FL",6.4,12.8
2006,"Yakutat, AK","AK",6.1,13.6
2006,"Hampton Bay-Shinnicock, NY","NY",6.1,8
2006,"Bon Secour-Gulf Shores, AL","AL",6,8
2006,"Freeport, TX","TX",5.9,9.2
2006,"Brookings, OR","OR",5.9,8.1
2006,"Apalachicola, FL","FL",5.7,33
2006,"Neah Bay, WA","WA",5.6,6.6
2006,"San Francisco Area, CA","CA",5.1,7.1
2006,"Fort Bragg, CA","CA",4.9,5.3
2006,"Cape Canaveral, FL","FL",4.7,6.1
2006,"Olympia, WA","WA",4.6,13.3
2006,"Oriental-Vandemere, NC","NC",4.3,5.5
2006,"Blaine, WA","WA",4.2,6
2006,"Chincoteague, VA","VA",4.1,10.6
2006,"Tillamook, OR","OR",3.1,4.1
2006,"Stonington, CT","CT",3,8.2
2006,"Panama City, FL","FL",3,7.9
2006,"Charleston-Mt. Pleasant, SC","SC",2.7,4.7
2006,"Sneads Ferry-Swansboro, NC","NC",2.6,5.5
2006,"Tacoma, WA","WA",2.4,3.7
2006,"San Diego, CA","CA",2.4,5.5
2006,"Everett, WA","WA",2.3,2
2006,"Port Townsend, WA","WA",1.9,3.1
2006,"Port Orford, OR","OR",1.9,3.2
2006,"Anchorage, AK","AK",1.9,1
2006,"La Push, WA","WA",1.7,3
2005,"Dutch Harbor, AK","AK",887.6,166.1
2005,"Intracoastal City, LA","LA",464,37.8
2005,"Reedville, VA","VA",373.4,27.1
2005,"Kodiak, AK","AK",337.2,95.8
2005,"Empire-Venice, LA","LA",170.8,39.4
2005,"Astoria, OR","OR",164.7,30.3
2005,"Pascagoula-Moss Point, MS","MS",159.1,8.3
2005,"New Bedford, MA","MA",153.4,282.5
2005,"Los Angeles, CA","CA",139.7,26.6
2005,"Gloucester, MA","MA",124.2,46
2005,"Westport, WA","WA",122.8,36.7
2005,"Cordova, AK","AK",111.2,46.5
2005,"Newport, OR","OR",110,24.7
2005,"Naknek, AK","AK",105.3,54.3
2005,"Ketchikan, AK","AK",102.5,23.1
2005,"Petersburg, AK","AK",94.9,37.1
2005,"Cape May-Wildwood, NJ","NJ",74.6,68.4
2005,"Port Hueneme-Oxnard-Ventura, CA","CA",62.3,16.6
2005,"Seward, AK","AK",60.5,52.2
2005,"Portland, ME","ME",56.8,34.6
2005,"Dulac-Chauvin, LA","LA",42.6,54.6
2005,"Point Judith, RI","RI",41.8,38.3
2005,"Sitka, AK","AK",38.1,44.7
2005,"Moss Landing, CA","CA",37.8,5.5
2005,"Rockland, ME","ME",34.6,7.4
2005,"Atlantic City, NJ","NJ",31.8,18.5
2005,"Ilwaco-Chinook, WA","WA",30.1,11.8
2005,"Wanchese-Stumpy Point, NC","NC",27.2,19.6
2005,"Coos Bay-Charleston, OR","OR",25.7,17.7
2005,"Point Pleasant, NJ","NJ",24.8,21.7
2005,"Golden Meadow-Leeville, LA","LA",24.2,32.1
2005,"Hampton Roads Area, VA","VA",23.5,85.1
2005,"Lafitte-Barataria, LA","LA",23.2,25.7
2005,"Honolulu, HI","HI",22.2,57.4
2005,"Brownsville-Port Isabel, TX","TX",20.1,45
2005,"Juneau, AK","AK",18.5,24.2
2005,"Homer, AK","AK",17.9,35.9
2005,"Port Arthur, TX","TX",17.8,36.2
2005,"Morgan City-Berwick, LA","LA",17.7,7.2
2005,"Bayou La Batre, AL","AL",17.3,28.4
2005,"Bellingham, WA","WA",17,19.2
2005,"Kenai, AK","AK",15.9,16.6
2005,"Stonington, ME","ME",15.5,32.3
2005,"Galveston, TX","TX",15.1,32.3
2005,"Eureka, CA","CA",14.9,7
2005,"Palacios, TX","TX",14.5,29.3
2005,"Key West, FL","FL",14,35.1
2005,"Provincetown-Chatham, MA","MA",12.7,20
2005,"Montauk, NY","NY",12.4,16.5
2005,"Cameron, LA","LA",10.6,13.7
2005,"Shelton, WA","WA",10.4,27.3
2005,"Tampa Bay-St. Petersburg, FL","FL",10,17.8
2005,"Boston, MA","MA",9.4,10.7
2005,"Bay Center-South Bend, WA","WA",9.4,19.4
2005,"Fort Myers, FL","FL",8.6,15.3
2005,"Gulfport-Biloxi, MS","MS",8.5,15.3
2005,"Ocean City, MD","MD",8,10.2
2005,"Santa Barbara, CA","CA",7.9,6.7
2005,"Delacroix-Yscloskey, LA","LA",7.7,12.8
2005,"Long Beach-Barnegat, NJ","NJ",7.6,26.7
2005,"Newport, RI","RI",7.3,14.5
2005,"Crescent City, CA","CA",7,6.5
2005,"Neah Bay, WA","WA",6.8,6.3
2005,"Engelhard-Swanquarter, NC","NC",6.8,5.3
2005,"Belle Rose-Pierre Part","rt",6.8,3.8
2005,"Charleston-Mt. Pleasant, SC","SC",6.7,10.4
2005,"Port St. Joe, FL","FL",6.2,5.8
2005,"Fort Bragg, CA","CA",6.1,6.1
2005,"Anacortes-La Conner, WA","WA",5.8,7.9
2005,"Hampton Bay-Shinnicock, NY","NY",5.5,8.1
2005,"San Francisco Area, CA","CA",5.1,8.3
2005,"Oriental-Vandemere, NC","NC",5.1,4.7
2005,"Bon Secour-Gulf Shores, AL","AL",5.1,7.9
2005,"Apalachicola, FL","FL",4.9,8.7
2005,"Blaine, WA","WA",4.8,6.8
2005,"Mayport, FL","FL",4.7,8.1
2005,"Chincoteague, VA","VA",4.7,14.7
2005,"Cape Canaveral, FL","FL",4.7,6.1
2005,"Seattle, WA","WA",4.5,7.3
2005,"Wrangell, AK","AK",4.4,6.2
2005,"Yakutat, AK","AK",3.9,6.6
2005,"Darien-Bellville, GA","GA",3.9,5.7
2005,"Brookings, OR","OR",3.6,3.4
2005,"Tillamook, OR","OR",3.4,3.3
2005,"Panama City, FL","FL",2.8,6.5
2005,"La Push, WA","WA",2.7,4
2005,"Olympia, WA","WA",2.3,9.4
2005,"Tacoma, WA","WA",2.2,3.7
2005,"Port Townsend, WA","WA",2,3.1
2005,"San Diego, CA","CA",1.9,4.1
2005,"Port Orford, OR","OR",1.8,2.9
2005,"Monterey, CA","CA",1.7,1.5
2005,"Anchorage, AK","AK",1.1,1
2005,"Port Angeles, WA","WA",1,1
2005,"Everett, WA","WA",1,1.2
2004,"Dutch Harbor, AK","AK",886.8,167.4
2004,"Reedville, VA","VA",400.5,26.1
2004,"Empire-Venice, LA","LA",379,60.2
2004,"Kodiak, AK","AK",317.4,94
2004,"Intracoastal City, LA","LA",301.8,20.3
2004,"Cameron, LA","LA",243.1,27.6
2004,"New Bedford, MA","MA",175.4,207.7
2004,"Pascagoula-Moss Point, MS","MS",162.8,11.9
2004,"Astoria, OR","OR",135.8,19.9
2004,"Gloucester, MA","MA",114.1,42.8
2004,"Newport, OR","OR",111.2,29.6
2004,"Petersburg, AK","AK",102.6,36.1
2004,"Cape May-Wildwood, NJ","NJ",98.1,68.2
2004,"Ketchikan, AK","AK",96.7,25.8
2004,"Naknek, AK","AK",92.6,42.5
2004,"Los Angeles, CA","CA",92.1,16.3
2004,"Westport, WA","WA",91.2,20.5
2004,"Port Hueneme-Oxnard-Ventura, CA","CA",70.1,17.7
2004,"Portland, ME","ME",62.4,34.6
2004,"Moss Landing, CA","CA",55.5,6.9
2004,"Point Judith, RI","RI",50,36
2004,"Cordova, AK","AK",40.5,31.8
2004,"Dulac-Chauvin, LA","LA",40.4,42.8
2004,"Seward, AK","AK",38.6,43.6
2004,"Sitka, AK","AK",37.3,40.1
2004,"Rockland, ME","ME",36.7,8.4
2004,"Hampton Roads Area, VA","VA",34.7,100.8
2004,"Point Pleasant, NJ","NJ",33.4,19.2
2004,"Atlantic City, NJ","NJ",33.2,17.7
2004,"Wanchese-Stumpy Point, NC","NC",31.4,20.6
2004,"Ilwaco-Chinook, WA","WA",31.1,12
2004,"Coos Bay-Charleston, OR","OR",29.8,25.2
2004,"Dillingham-Togiak, AK","AK",28.2,13.3
2004,"Golden Meadow-Leeville, LA","LA",26.1,31.6
2004,"Bellingham, WA","WA",23.5,21.9
2004,"Kenai, AK","AK",21.8,16.3
2004,"Port Arthur, TX","TX",19.4,38.9
2004,"Eureka, CA","CA",19.4,13.1
2004,"Bayou La Batre, AL","AL",19.1,28.4
2004,"Honolulu, HI","HI",18.9,45.8
2004,"Brownsville-Port Isabel, TX","TX",18.7,40.3
2004,"Homer, AK","AK",18.1,37.1
2004,"Morgan City-Berwick, LA","LA",17.8,6.6
2004,"Crescent City, CA","CA",17,20.1
2004,"Gulfport-Biloxi, MS","MS",16.3,26.2
2004,"Key West, FL","FL",16,43.2
2004,"Galveston, TX","TX",16,31.4
2004,"Juneau, AK","AK",15,19.8
2004,"Delcambre, LA","LA",14.5,20.7
2004,"Stonington, ME","ME",14.1,22.4
2004,"Provincetown-Chatham, MA","MA",13.8,14.2
2004,"Palacios, TX","TX",13.5,27.6
2004,"Grand Isle, LA","LA",12.5,14.2
2004,"Tampa Bay-St. Petersburg, FL","FL",12.3,21.6
2004,"Montauk, NY","NY",12.3,13.1
2004,"Delacroix-Yscloskey, LA","LA",12,14.4
2004,"Shelton, WA","WA",10.4,27.3
2004,"San Francisco Area, CA","CA",10.4,12.9
2004,"Fort Myers, FL","FL",9.4,15.9
2004,"Engelhard-Swanquarter, NC","NC",9,7.8
2004,"Lafitte-Barataria, LA","LA",8.8,10.9
2004,"Boston, MA","MA",8.8,8.8
2004,"Long Beach-Barnegat, NJ","NJ",8.6,20.6
2004,"Apalachicola, FL","FL",8.6,5.2
2004,"Newport, RI","RI",8,8.4
2004,"Santa Barbara, CA","CA",7.9,6.5
2004,"Wrangell, AK","AK",7.7,8.5
2004,"Seattle, WA","WA",7.7,8
2004,"Port St. Joe, FL","FL",7.5,8.4
2004,"Mayport, FL","FL",7.2,7.9
2004,"Bay Center-South Bend, WA","WA",7.2,15.2
2004,"Blaine, WA","WA",7.1,5.6
2004,"Oriental-Vandemere, NC","NC",7,7.2
2004,"Hampton Bay-Shinnicock, NY","NY",6.5,6.6
2004,"Fort Bragg, CA","CA",6.4,7.2
2004,"Brookings, OR","OR",6.2,8.6
2004,"Cape Canaveral, FL","FL",6,9.3
2004,"Bon Secour-Gulf Shores, AL","AL",6,7
2004,"Anacortes-La Conner, WA","WA",5.4,6.1
2004,"Charleston-Mt. Pleasant, SC","SC",5.2,8.5
2004,"Belhaven-Washington, NC","NC",5.2,3.7
2004,"Neah Bay, WA","WA",4.8,4.9
2004,"Chincoteague, VA","VA",4.3,7.1
2004,"Tillamook, OR","OR",3.7,3.8
2004,"Monterey, CA","CA",3.7,1.9
2004,"Tacoma, WA","WA",3.4,4.2
2004,"Darien-Bellville, GA","GA",3.3,5
2004,"Yakutat, AK","AK",3.2,3.3
2004,"Craig, AK","AK",3.1,4.9
2004,"Port Orford, OR","OR",3,4.8
2004,"Ft. Pierce-St.Lucie, FL","FL",2.3,2.6
2004,"San Diego, CA","CA",2.2,4
2004,"Port Angeles, WA","WA",2.2,2.8
2004,"La Push, WA","WA",2.1,3.7
2004,"Olympia, WA","WA",2,6.3
2004,"Everett, WA","WA",1.9,1.5
2004,"Port Townsend, WA","WA",1.8,2.9
2004,"Anchorage, AK","AK",1.1,0.6
2003,"Dutch Harbor, AK","AK",908.7,156.9
2003,"Empire-Venice, LA","LA",400,50.8
2003,"Reedville, VA","VA",375.3,24.2
2003,"Intracoastal City, LA","LA",325.2,21.5
2003,"Kodiak, AK","AK",262.9,81.5
2003,"Cameron, LA","LA",259,25.1
2003,"Pascagoula-Moss Point, MS","MS",192,13.8
2003,"New Bedford, MA","MA",155.5,176.2
2003,"Astoria, OR","OR",114.1,25.6
2003,"Petersburg, AK","AK",88.9,24.1
2003,"Gloucester, MA","MA",88.8,37.8
2003,"Los Angeles, CA","CA",88.7,16.5
2003,"Ketchikan, AK","AK",79.8,16.4
2003,"Westport, WA","WA",75.7,42.6
2003,"Cape May-Wildwood, NJ","NJ",74.1,42.7
2003,"Cordova, AK","AK",71,30.3
2003,"Newport, OR","OR",69.8,24.4
2003,"Portland, ME","ME",68.5,28.9
2003,"Point Judith, RI","RI",44.7,31.2
2003,"Moss Landing, CA","CA",44.1,9.6
2003,"Seward, AK","AK",43.6,39.4
2003,"Ilwaco-Chinook, WA","WA",43.2,17.3
2003,"Port Hueneme-Oxnard-Ventura, CA","CA",40.5,13.8
2003,"Dulac-Chauvin, LA","LA",39.4,42.3
2003,"Atlantic City, NJ","NJ",38.1,20.8
2003,"Point Pleasant, NJ","NJ",37.5,22.8
2003,"Sitka, AK","AK",34.6,24.8
2003,"Wanchese-Stumpy Point, NC","NC",33,21
2003,"Rockland, ME","ME",31.7,4.4
2003,"Hampton Roads Area, VA","VA",30.1,78
2003,"Kenai, AK","AK",25.5,16.3
2003,"Golden Meadow-Leeville, LA","LA",25.5,29.1
2003,"Coos Bay-Charleston, OR","OR",24.7,15.9
2003,"Bellingham, WA","WA",23.9,19.1
2003,"Homer, AK","AK",23.2,42.7
2003,"Naknek, AK","AK",21,10.4
2003,"Stonington, ME","ME",19.9,20.5
2003,"Galveston, TX","TX",18.6,32.7
2003,"Bayou La Batre, AL","AL",18.5,30.8
2003,"Grand Isle, LA","LA",18.3,16.9
2003,"Brownsville-Port Isabel, TX","TX",17.9,35.9
2003,"Honolulu, HI","HI",17.8,41
2003,"Port Arthur, TX","TX",17.5,30.1
2003,"Morgan City-Berwick, LA","LA",17.4,6.2
2003,"Gulfport-Biloxi, MS","MS",17.4,26.8
2003,"Eureka, CA","CA",16.4,12.8
2003,"Key West, FL","FL",15.8,38.4
2003,"Provincetown-Chatham, MA","MA",15.3,13.6
2003,"Shelton, WA","WA",13.1,20.1
2003,"Delacroix-Yscloskey, LA","LA",12.8,16.8
2003,"Tampa Bay-St. Petersburg, FL","FL",12.5,20.9
2003,"Crescent City, CA","CA",12.3,16.8
2003,"Delcambre, LA","LA",12.1,18.7
2003,"San Francisco Area, CA","CA",11.4,9.1
2003,"Montauk, NY","NY",10.9,11
2003,"Wrangell, AK","AK",10.7,6.4
2003,"Monterey, CA","CA",10,3.1
2003,"Engelhard-Swanquarter, NC","NC",10,8
2003,"Long Beach-Barnegat, NJ","NJ",9.7,16.4
2003,"Ocean City, MD","MD",9.1,6.6
2003,"Boston, MA","MA",9,8.9
2003,"Fort Bragg, CA","CA",8.8,10.1
2003,"Bay Center-South Bend, WA","WA",8.8,15.3
2003,"Palacios, TX","TX",8.4,14.6
2003,"Juneau, AK","AK",8.4,13.5
2003,"Port St. Joe, FL","FL",8.3,4.8
2003,"Fort Myers, FL","FL",8.2,13.8
2003,"Lafitte-Barataria, LA","LA",7.5,6.9
2003,"Seattle, WA","WA",7.1,6
2003,"Neah Bay, WA","WA",7.1,6
2003,"New London, CT","CT",6.5,5
2003,"Hampton Bay-Shinnicock, NY","NY",6.5,6.5
2003,"Blaine, WA","WA",6.5,4
2003,"Charleston-Mt. Pleasant, SC","SC",6,9
2003,"Belhaven-Washington, NC","NC",6,5
2003,"Anacortes-La Conner, WA","WA",6,6.9
2003,"Jonesport, ME","ME",5.8,18
2003,"Brookings, OR","OR",5.8,6.3
2003,"Santa Barbara, CA","CA",5.5,5.7
2003,"Iberia, LA","LA",5.2,3.7
2003,"Cape Canaveral, FL","FL",5.2,6.8
2003,"Apalachicola, FL","FL",5.1,8.8
2003,"Oriental-Vandemere, NC","NC",5,5
2003,"Darien-Bellville, GA","GA",5,6
2003,"Haines, AK","AK",4.8,2.2
2003,"Tillamook, OR","OR",4.5,3.4
2003,"Stonington, CT","CT",4.5,9.4
2003,"Bon Secour-Gulf Shores, AL","AL",4.1,7.9
2003,"Mayport, FL","FL",4,7.4
2003,"Georgetown, SC","SC",4,6
2003,"Beaufort, SC","SC",4,5
2003,"Bodega Bay, CA","CA",3.3,4.9
2003,"Tacoma, WA","WA",3.2,5.2
2003,"Ft. Pierce-St.Lucie, FL","FL",3.2,3.5
2003,"Sneads Ferry-Swansboro, NC","NC",3,5
2003,"Chincoteague, VA","VA",3,4.1
2003,"Avila Beach, CA","CA",2.9,1.7
2003,"Belford, NJ","NJ",2.7,2.2
2003,"San Diego, CA","CA",2.3,4.1
2003,"Morro Bay, CA","CA",2.2,1.7
2003,"Olympia, WA","WA",1.8,6.3
2003,"Port Townsend, WA","WA",1.6,2.5
2003,"Port Angeles, WA","WA",1.3,3.8
2003,"La Push, WA","WA",1.3,1.8
2003,"Port Orford, OR","OR",1.2,2
2003,"Anchorage, AK","AK",0.9,0.2
2003,"Craig, AK","AK",0.8,1.4
2002,"Dutch Harbor, AK","AK",908.1,136.1
2002,"Empire-Venice, LA","LA",398.9,54.3
2002,"Reedville, VA","VA",367.4,24.2
2002,"Intracoastal City, LA","LA",358.5,24.1
2002,"Cameron, LA","LA",349.9,27.5
2002,"Kodiak, AK","AK",250.4,63.3
2002,"Pascagoula-Moss Point, MS","MS",198.5,13.9
2002,"Los Angeles, CA","CA",170.1,20.9
2002,"New Bedford, MA","MA",108.7,168.6
2002,"Astoria, OR","OR",106.9,23.7
2002,"Moss Landing, CA","CA",80.9,9.7
2002,"Gloucester, MA","MA",78.5,41.2
2002,"Ketchikan, AK","AK",73.2,12.8
2002,"Sitka, AK","AK",69.6,28.1
2002,"Newport, OR","OR",64.2,17.5
2002,"Westport, WA","WA",62.5,24.4
2002,"Portland, ME","ME",62,40.4
2002,"Cape May-Wildwood, NJ","NJ",60.1,35.3
2002,"Cordova, AK","AK",59.2,26.2
2002,"Port Hueneme-Oxnard-Ventura, CA","CA",56,10.4
2002,"Petersburg, AK","AK",53.7,19
2002,"Point Judith, RI","RI",42.8,31.3
2002,"Dulac-Chauvin, LA","LA",42.7,46.2
2002,"Ilwaco-Chinook, WA","WA",42.2,11.4
2002,"Atlantic City, NJ","NJ",41.2,22.4
2002,"Seward, AK","AK",38.2,31.1
2002,"Point Pleasant, NJ","NJ",34.7,19.7
2002,"Homer, AK","AK",30.5,39.4
2002,"Hampton Roads Area, VA","VA",29.9,67.9
2002,"Wanchese-Stumpy Point, NC","NC",28.7,23.2
2002,"Golden Meadow-Leeville, LA","LA",26,31.2
2002,"Coos Bay-Charleston, OR","OR",25.8,12.3
2002,"Morgan City-Berwick, LA","LA",25.6,8.3
2002,"Bellingham, WA","WA",23.6,18.8
2002,"Rockland, ME","ME",22,4.3
2002,"Brownsville-Port Isabel, TX","TX",19.9,44.1
2002,"Kenai, AK","AK",19.6,11.6
2002,"Honolulu, HI","HI",17.7,39.9
2002,"Key West, FL","FL",17.5,43.2
2002,"Galveston, TX","TX",17.4,28.9
2002,"Bayou La Batre, AL","AL",17.1,27.4
2002,"Eureka, CA","CA",16.4,7.2
2002,"Delacroix-Yscloskey, LA","LA",15.5,20.5
2002,"Stonington, ME","ME",15.4,21.8
2002,"Provincetown-Chatham, MA","MA",15.4,15.2
2002,"Palacios, TX","TX",15.1,30.6
2002,"Grand Isle, LA","LA",15.1,13.2
2002,"Port Arthur, TX","TX",14.9,30.8
2002,"Monterey, CA","CA",14.8,3.1
2002,"Gulfport-Biloxi, MS","MS",14.8,26.9
2002,"Delcambre, LA","LA",14.4,24.7
2002,"Tampa Bay-St. Petersburg, FL","FL",12.4,19.2
2002,"San Francisco Area, CA","CA",12.1,9.7
2002,"Ocean City, MD","MD",12.1,8.1
2002,"Wrangell, AK","AK",12,7.5
2002,"Montauk, NY","NY",11.3,11.1
2002,"Hampton Bay-Shinnicock, NY","NY",11.1,8.3
2002,"Engelhard-Swanquarter, NC","NC",10.7,11.1
2002,"Naknek, AK","AK",9.8,4.3
2002,"Lafitte-Barataria, LA","LA",9.5,13
2002,"Fort Myers, FL","FL",9.2,16.7
2002,"Long Beach-Barnegat, NJ","NJ",8.8,14.6
2002,"Haines, AK","AK",8.5,3
2002,"Anacortes-La Conner, WA","WA",8.5,12
2002,"Fort Bragg, CA","CA",8.4,6.6
2002,"Boston, MA","MA",8.1,8.6
2002,"Port St. Joe, FL","FL",7.7,3.7
